Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_Length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceding,Following,Space_Headway,Time_Headway,time_period,pair_id,leader_class,ego_class,mode_id
1570,4768,836,1.11343E+12,25.742,560.824,6042787.862,2133627.496,71.7,8.5,3,24.94,1.56,3,1539,1648,229.02,9.18,1,3399,3,3,4
1570,4769,836,1.11343E+12,25.749,563.34,6042787.556,2133629.977,71.7,8.5,3,25.04,-0.23,3,1539,1648,228.15,9.11,1,3399,3,3,4
1570,4770,836,1.11343E+12,25.754,565.844,6042787.249,2133632.458,71.7,8.5,3,25.02,-0.25,3,1539,1648,227.28,9.08,1,3399,3,3,4
1570,4771,836,1.11343E+12,25.76,568.342,6042786.943,2133634.939,71.7,8.5,3,25,0,3,1539,1648,226.42,9.06,1,3399,3,3,4
1570,4772,836,1.11343E+12,25.767,570.84,6042786.637,2133637.421,71.7,8.5,3,25.02,0.25,3,1539,1648,225.56,9.02,1,3399,3,3,4
1570,4773,836,1.11343E+12,25.772,573.344,6042786.33,2133639.902,71.7,8.5,3,25.04,0.23,3,1539,1648,224.81,8.98,1,3399,3,3,4
1570,4774,836,1.11343E+12,25.779,575.86,6042786.024,2133642.383,71.7,8.5,3,24.94,-1.56,3,1539,1648,224.21,8.99,1,3399,3,3,4
1570,4778,836,1.11343E+12,25.801,585.548,6042784.837,2133651.99,71.7,8.5,3,23.38,-2.93,3,1539,1648,223.38,9.55,1,3399,3,3,4
1570,4783,836,1.11343E+12,25.823,596.371,6042783.511,2133662.728,71.7,8.5,3,20,-1.8,3,1539,1648,224.07,11.2,1,3399,3,3,4
1570,4784,836,1.11343E+12,25.827,598.333,6042783.266,2133664.713,71.7,8.5,3,20.02,2.16,3,1539,1648,224.3,11.2,1,3399,3,3,4
1570,4789,836,1.11343E+12,26.309,609.288,6042782.377,2133675.664,71.7,8.5,3,23.67,0.31,3,1539,1648,223.2,9.43,1,3399,3,3,4
1570,4790,836,1.11343E+12,26.383,611.67,6042782.155,2133678.027,71.7,8.5,3,23.71,-1.08,3,1539,1648,222.77,9.4,1,3399,3,3,4
1570,4791,836,1.11343E+12,26.358,614.012,6042781.844,2133680.308,71.7,8.5,3,23.85,3.08,3,1539,1648,222.38,9.32,1,3399,3,3,4
1570,4793,836,1.11343E+12,26.366,618.863,6042781.253,2133685.091,71.7,8.5,3,24.63,2.89,3,1539,1648,221.37,8.99,1,3399,3,3,4
1570,4794,836,1.11343E+12,26.369,621.38,6042780.94,2133687.63,71.7,8.5,3,24.63,-3.23,3,1539,1648,220.81,8.97,1,3399,3,3,4
1570,4797,836,1.11343E+12,26.376,628.561,6042780.063,2133694.727,71.7,8.5,3,23.37,-1.76,3,1539,1648,220.1,9.42,1,3399,3,3,4
1570,4798,836,1.11343E+12,26.379,630.876,6042779.779,2133697.03,71.7,8.5,3,23.27,0,3,1539,1648,219.99,9.45,1,3399,3,3,4
1570,4799,836,1.11343E+12,26.381,633.192,6042779.494,2133699.332,71.7,8.5,3,23.37,1.74,3,1539,1648,219.88,9.41,1,3399,3,3,4
1570,4803,836,1.11343E+12,26.391,642.856,6042778.308,2133708.939,71.7,8.5,3,24.96,1.82,3,1539,1648,218.99,8.77,1,3399,3,3,4
1570,4804,836,1.11343E+12,26.394,645.376,6042778.002,2133711.42,71.7,8.5,3,25.07,0,3,1539,1648,218.73,8.72,1,3399,3,3,4
1570,4805,836,1.11343E+12,26.396,647.896,6042777.695,2133713.901,71.7,8.5,3,24.96,-1.81,3,1539,1648,218.55,8.76,1,3399,3,3,4
1570,4808,836,1.11343E+12,26.404,655.215,6042776.794,2133721.195,71.7,8.5,3,23.74,-2.87,3,1539,1648,218.73,9.21,1,3399,3,3,4
1570,4809,836,1.11343E+12,26.407,657.54,6042776.512,2133723.48,71.7,8.5,3,23.72,2.52,3,1539,1648,218.86,9.23,1,3399,3,3,4
1570,4812,836,1.11343E+12,26.418,664.83,6042775.612,2133730.773,71.7,8.5,3,24.84,1.87,3,1539,1648,218.21,8.78,1,3399,3,3,4
1570,4813,836,1.11343E+12,26.424,667.334,6042775.305,2133733.254,71.7,8.5,3,24.96,0.45,3,1539,1648,217.81,8.73,1,3399,3,3,4
1570,4814,836,1.11343E+12,26.431,669.835,6042774.999,2133735.735,71.7,8.5,3,24.99,0.12,3,1539,1648,217.48,8.7,1,3399,3,3,4
1570,4815,836,1.11343E+12,26.437,672.336,6042774.692,2133738.217,71.7,8.5,3,25,0,3,1539,1648,217.22,8.69,1,3399,3,3,4
1570,4816,836,1.11343E+12,26.444,674.836,6042774.386,2133740.698,71.7,8.5,3,25,-0.02,3,1539,1648,217.02,8.68,1,3399,3,3,4
1570,4817,836,1.11343E+12,26.45,677.336,6042774.08,2133743.179,71.7,8.5,3,25,-0.02,3,1539,1648,216.84,8.67,1,3399,3,3,4
1570,4818,836,1.11343E+12,26.456,679.836,6042773.773,2133745.66,71.7,8.5,3,25,0,3,1539,1648,216.65,8.67,1,3399,3,3,4
1570,4819,836,1.11343E+12,26.463,682.335,6042773.467,2133748.141,71.7,8.5,3,25,0.02,3,1539,1648,216.46,8.66,1,3399,3,3,4
1570,4820,836,1.11343E+12,26.469,684.835,6042773.16,2133750.622,71.7,8.5,3,25,0.02,3,1539,1648,216.26,8.65,1,3399,3,3,4
1570,4821,836,1.11343E+12,26.476,687.334,6042772.854,2133753.104,71.7,8.5,3,25.02,0.25,3,1539,1648,216.07,8.64,1,3399,3,3,4
1570,4822,836,1.11343E+12,26.482,689.838,6042772.547,2133755.585,71.7,8.5,3,25.04,0.21,3,1539,1648,215.87,8.62,1,3399,3,3,4
1570,4823,836,1.11343E+12,26.489,692.354,6042772.241,2133758.066,71.7,8.5,3,24.95,-1.57,3,1539,1648,215.67,8.64,1,3399,3,3,4
1570,4826,836,1.11343E+12,26.507,699.676,6042771.34,2133765.359,71.7,8.5,3,23.78,-2.63,3,1539,1648,215.23,9.05,1,3399,3,3,4
1570,4827,836,1.11343E+12,26.513,702.013,6042771.058,2133767.644,71.7,8.5,3,23.7,1.6,3,1539,1648,215.05,9.07,1,3399,3,3,4
1570,4828,836,1.11343E+12,26.52,704.386,6042770.767,2133770.003,71.7,8.5,3,23.81,1.84,3,1539,1648,214.74,9.02,1,3399,3,3,4
1570,4829,836,1.11343E+12,26.526,706.805,6042770.467,2133772.429,71.7,8.5,3,23.74,-2.67,3,1539,1648,214.33,9.03,1,3399,3,3,4
1570,4833,836,1.11343E+12,26.55,715.854,6042769.361,2133781.389,71.7,8.5,3,21.68,-1.54,3,1539,1648,213.26,9.84,1,3399,3,3,4
1570,4834,836,1.11343E+12,26.556,718.003,6042769.094,2133783.553,71.7,8.5,3,21.59,-0.15,3,1539,1648,213.08,9.87,1,3399,3,3,4
1570,4835,836,1.11343E+12,26.56,720.148,6042768.831,2133785.676,71.7,8.5,3,21.7,1.85,3,1539,1648,212.89,9.81,1,3399,3,3,4
1570,4841,836,1.11343E+12,26.603,733.887,6042767.136,2133799.404,71.7,8.5,3,22.66,-2.18,3,1539,1648,211.11,9.32,1,3399,3,3,4
1570,4842,836,1.11343E+12,26.619,736.105,6042766.867,2133801.583,71.7,8.5,3,22.64,3.17,3,1539,1648,210.9,9.32,1,3399,3,3,4
1570,4843,836,1.11343E+12,26.636,738.386,6042766.585,2133803.869,71.7,8.5,3,22.83,2.12,3,1539,1648,210.62,9.23,1,3399,3,3,4
1570,4844,836,1.11343E+12,26.652,740.689,6042766.293,2133806.229,71.7,8.5,3,23.01,0.54,3,1539,1648,210.31,9.14,1,3399,3,3,4
1570,4851,836,1.11343E+12,25.972,759.624,6042763.171,2133824.871,71.7,8.5,3,31.07,0.56,3,1539,1648,205.38,6.61,1,3399,3,3,4
1570,4852,836,1.11343E+12,25.791,762.748,6042762.589,2133827.926,71.7,8.5,3,31.04,-1.25,3,1539,1648,204.25,6.58,1,3399,3,3,4
1570,4853,836,1.11343E+12,25.61,765.832,6042762.007,2133830.981,71.7,8.5,3,31.02,0.51,3,1539,1648,203.17,6.55,1,3399,3,3,4
1570,4862,836,1.11343E+12,24.631,793.174,6042757.478,2133857.977,71.7,8.5,3,24.86,-2.98,3,1539,1648,193.83,7.8,1,3399,3,3,4
1570,4863,836,1.11343E+12,24.648,795.635,6042757.151,2133860.546,71.7,8.5,3,24.58,-2.18,3,1539,1648,193.37,7.87,1,3399,3,3,4
1570,4867,836,1.11343E+12,24.707,804.922,6042756.001,2133869.579,71.7,8.5,3,21.94,-1.74,3,1539,1648,192.08,8.75,1,3399,3,3,4
1570,4868,836,1.11343E+12,24.723,807.072,6042755.712,2133871.854,71.7,8.5,3,21.89,2.34,3,1539,1648,191.93,8.77,1,3399,3,3,4
1570,4869,836,1.11343E+12,24.737,809.269,6042755.437,2133874.016,71.7,8.5,3,22.21,3.06,3,1539,1648,191.73,8.63,1,3399,3,3,4
1570,4876,836,1.11343E+12,24.842,825.278,6042753.418,2133889.883,71.7,8.5,3,20.49,0.1,3,1539,1648,189.75,9.26,1,3399,3,3,4
1570,4879,836,1.11343E+12,24.885,831.771,6042752.6,2133896.313,71.7,8.5,3,22.98,1.61,3,1539,1648,188.97,8.22,1,3399,3,3,4
1570,4881,836,1.11343E+12,24.888,836.376,6042751.986,2133900.919,71.7,8.5,3,22.52,-3.14,3,1539,1648,188.04,8.35,1,3399,3,3,4
1570,4892,836,1.11343E+12,25.204,861.824,6042748.789,2133926.257,71.7,8.5,3,24.48,1.95,3,1539,1648,180.03,7.35,1,3399,3,3,4
1570,4893,836,1.11343E+12,25.235,864.29,6042748.483,2133928.668,71.7,8.5,3,24.53,0.7,3,1539,1648,179.07,7.3,1,3399,3,3,4
1570,4900,836,1.11343E+12,25.438,880.322,6042746.45,2133944.654,71.7,8.5,3,22.93,1.31,3,1539,1648,173.56,7.57,1,3399,3,3,4
1570,4904,836,1.11343E+12,25.538,888.949,6042745.32,2133953.33,71.7,8.5,3,20.19,0.35,3,1539,1648,170.36,8.44,1,3399,3,3,4
1570,4906,836,1.11343E+12,25.6,892.999,6042744.769,2133957.444,71.7,8.5,3,20.6,2.12,3,1539,1648,168.87,8.2,1,3399,3,3,4
1570,4907,836,1.11343E+12,25.631,895.087,6042744.494,2133959.498,71.7,8.5,3,20.73,-0.03,3,1539,1648,168.05,8.11,1,3399,3,3,4
1570,4908,836,1.11343E+12,25.663,897.159,6042744.22,2133961.553,71.7,8.5,3,20.73,0,3,1539,1648,167.23,8.07,1,3399,3,3,4
1570,4909,836,1.11343E+12,25.695,899.232,6042743.945,2133963.608,71.7,8.5,3,20.73,0,3,1539,1648,166.41,8.03,1,3399,3,3,4
1570,4910,836,1.11343E+12,25.727,901.305,6042743.671,2133965.663,71.7,8.5,3,20.73,0,3,1539,1648,165.6,7.99,1,3399,3,3,4
1570,4911,836,1.11343E+12,25.758,903.378,6042743.396,2133967.718,71.7,8.5,3,20.73,0,3,1539,1648,164.79,7.95,1,3399,3,3,4
1570,4912,836,1.11343E+12,25.79,905.451,6042743.122,2133969.773,71.7,8.5,3,20.73,0,3,1539,1648,163.98,7.91,1,3399,3,3,4
1570,4913,836,1.11343E+12,25.821,907.524,6042742.847,2133971.828,71.7,8.5,3,20.73,0,3,1539,1648,163.16,7.87,1,3399,3,3,4
1570,4914,836,1.11343E+12,25.852,909.597,6042742.572,2133973.883,71.7,8.5,3,20.73,0,3,1539,1648,162.35,7.83,1,3399,3,3,4
1570,4915,836,1.11343E+12,25.884,911.67,6042742.298,2133975.938,71.7,8.5,3,20.73,0,3,1539,1648,161.54,7.79,1,3399,3,3,4
1570,4916,836,1.11343E+12,25.916,913.743,6042742.023,2133977.993,71.7,8.5,3,20.73,0,3,1539,1648,160.73,7.75,1,3399,3,3,4
1570,4917,836,1.11343E+12,25.948,915.815,6042741.749,2133980.048,71.7,8.5,3,20.74,0.09,3,1539,1648,159.91,7.71,1,3399,3,3,4
1570,4918,836,1.11343E+12,25.979,917.889,6042741.474,2133982.103,71.7,8.5,3,20.75,0.2,3,1539,1648,159.1,7.67,1,3399,3,3,4
1570,4919,836,1.11343E+12,26.011,919.968,6042741.2,2133984.158,71.7,8.5,3,20.74,-0.32,3,1539,1648,158.28,7.63,1,3399,3,3,4
1570,4920,836,1.11343E+12,26.068,922.048,6042740.949,2133986.227,71.7,8.5,3,20.63,-1.63,3,1539,1648,157.46,7.63,1,3399,3,3,4
1570,4921,836,1.11343E+12,26.018,924.111,6042740.593,2133988.273,71.7,8.5,3,20.41,-2.87,3,1539,1648,156.66,7.68,1,3399,3,3,4
1570,4922,836,1.11343E+12,25.923,926.138,6042740.201,2133990.257,71.7,8.5,3,20.15,-2.74,3,1539,1648,155.9,7.74,1,3399,3,3,4
1570,4923,836,1.11343E+12,25.724,928.13,6042739.711,2133992.196,71.7,8.5,3,19.96,-1.15,3,1539,1648,155.16,7.77,1,3399,3,3,4
1570,4924,836,1.11343E+12,25.61,930.108,6042739.308,2133994.126,71.7,8.5,3,19.93,0.57,3,1539,1648,154.4,7.75,1,3399,3,3,4
1570,4925,836,1.11343E+12,25.534,932.101,6042738.938,2133996.091,71.7,8.5,3,19.98,0.9,3,1539,1648,153.58,7.69,1,3399,3,3,4
1570,4926,836,1.11343E+12,25.561,934.118,6042738.669,2133998.079,71.7,8.5,3,19.94,-1.29,3,1539,1648,152.71,7.66,1,3399,3,3,4
1570,4930,836,1.11343E+12,25.57,941.789,6042737.545,2134005.676,71.7,8.5,3,18.37,-1.77,3,1539,1648,149.27,8.13,1,3399,3,3,4
1570,4931,836,1.11343E+12,25.572,943.604,6042737.278,2134007.476,71.7,8.5,3,18.27,0,3,1539,1648,148.45,8.13,1,3399,3,3,4
1570,4932,836,1.11343E+12,25.573,945.417,6042737.011,2134009.277,71.7,8.5,3,18.38,2.01,3,1539,1648,147.63,8.03,1,3399,3,3,4
1570,4935,836,1.11343E+12,25.579,951.109,6042736.179,2134014.895,71.7,8.5,3,19.31,0,3,1539,1648,144.94,7.51,1,3399,3,3,4
1570,4944,836,1.11343E+12,24.437,964.476,6042733.08,2134027.933,71.7,8.5,3,9.91,-2,3,1539,1648,140.57,14.19,1,3399,3,3,4
1570,4945,836,1.11343E+12,24.492,965.438,6042732.989,2134028.912,71.7,8.5,3,9.79,0.24,3,1539,1648,140.61,14.36,1,3399,3,3,4
1570,4946,836,1.11343E+12,24.52,966.418,6042732.872,2134029.887,71.7,8.5,3,9.81,0.21,3,1539,1648,140.63,14.34,1,3399,3,3,4
1570,4947,836,1.11343E+12,24.549,967.402,6042732.756,2134030.863,71.7,8.5,3,9.82,0,3,1539,1648,140.65,14.32,1,3399,3,3,4
1570,4948,836,1.11343E+12,24.577,968.384,6042732.639,2134031.839,71.7,8.5,3,9.82,0,3,1539,1648,140.67,14.32,1,3399,3,3,4
1570,4949,836,1.11343E+12,24.606,969.366,6042732.523,2134032.814,71.7,8.5,3,9.82,0,3,1539,1648,140.68,14.33,1,3399,3,3,4
1570,4950,836,1.11343E+12,24.635,970.348,6042732.406,2134033.79,71.7,8.5,3,9.82,0,3,1539,1648,140.7,14.33,1,3399,3,3,4
1570,4951,836,1.11343E+12,24.663,971.33,6042732.289,2134034.766,71.7,8.5,3,9.82,0,3,1539,1648,140.72,14.33,1,3399,3,3,4
1570,4952,836,1.11343E+12,24.692,972.313,6042732.173,2134035.741,71.7,8.5,3,9.82,0,3,1539,1648,140.74,14.33,1,3399,3,3,4
1570,4953,836,1.11343E+12,24.72,973.294,6042732.056,2134036.717,71.7,8.5,3,9.82,0,3,1539,1648,140.76,14.33,1,3399,3,3,4
1570,4954,836,1.11343E+12,24.749,974.277,6042731.94,2134037.692,71.7,8.5,3,9.82,0,3,1539,1648,140.77,14.34,1,3399,3,3,4
1570,4955,836,1.11343E+12,24.778,975.259,6042731.823,2134038.668,71.7,8.5,3,9.82,0,3,1539,1648,140.79,14.34,1,3399,3,3,4
1570,4956,836,1.11343E+12,24.807,976.241,6042731.707,2134039.644,71.7,8.5,3,9.82,0,3,1539,1648,140.81,14.34,1,3399,3,3,4
1570,4957,836,1.11343E+12,24.835,977.223,6042731.59,2134040.619,71.7,8.5,3,9.82,0,3,1539,1648,140.83,14.34,1,3399,3,3,4
1570,4958,836,1.11343E+12,24.863,978.206,6042731.473,2134041.595,71.7,8.5,3,9.82,0,3,1539,1648,140.84,14.34,1,3399,3,3,4
1570,4959,836,1.11343E+12,24.892,979.188,6042731.357,2134042.571,71.7,8.5,3,9.82,0,3,1539,1648,140.86,14.34,1,3399,3,3,4
1570,4960,836,1.11343E+12,24.921,980.17,6042731.24,2134043.546,71.7,8.5,3,9.82,0,3,1539,1648,140.89,14.35,1,3399,3,3,4
1570,4961,836,1.11343E+12,24.95,981.152,6042731.124,2134044.522,71.7,8.5,3,9.82,0,3,1539,1648,140.9,14.35,1,3399,3,3,4
1570,4962,836,1.11343E+12,24.978,982.134,6042731.007,2134045.498,71.7,8.5,3,9.82,0,3,1539,1648,140.88,14.35,1,3399,3,3,4
1570,4963,836,1.11343E+12,25.007,983.117,6042730.891,2134046.473,71.7,8.5,3,9.82,0,3,1539,1648,140.84,14.34,1,3399,3,3,4
1570,4964,836,1.11343E+12,25.035,984.098,6042730.774,2134047.449,71.7,8.5,3,9.82,0,3,1539,1648,140.82,14.34,1,3399,3,3,4
1570,4965,836,1.11343E+12,25.065,985.081,6042730.658,2134048.424,71.7,8.5,3,9.82,0,3,1539,1648,140.85,14.34,1,3399,3,3,4
1570,4966,836,1.11343E+12,25.093,986.063,6042730.541,2134049.4,71.7,8.5,3,9.82,0,3,1539,1648,140.89,14.35,1,3399,3,3,4
1570,4967,836,1.11343E+12,25.121,987.045,6042730.424,2134050.376,71.7,8.5,3,9.82,0,3,1539,1648,140.86,14.34,1,3399,3,3,4
1570,4968,836,1.11343E+12,25.15,988.027,6042730.308,2134051.351,71.7,8.5,3,9.82,0,3,1539,1648,140.69,14.33,1,3399,3,3,4
1570,4969,836,1.11343E+12,25.178,989.009,6042730.191,2134052.327,71.7,8.5,3,9.82,0,3,1539,1648,140.4,14.3,1,3399,3,3,4
1570,4970,836,1.11343E+12,25.208,989.991,6042730.075,2134053.303,71.7,8.5,3,9.82,0,3,1539,1648,139.96,14.25,1,3399,3,3,4
1570,4971,836,1.11343E+12,25.236,990.974,6042729.958,2134054.278,71.7,8.5,3,9.82,0,3,1539,1648,139.46,14.2,1,3399,3,3,4
1570,4972,836,1.11343E+12,25.265,991.956,6042729.842,2134055.254,71.7,8.5,3,9.82,0,3,1539,1648,138.96,14.15,1,3399,3,3,4
1570,4973,836,1.11343E+12,25.293,992.938,6042729.725,2134056.23,71.7,8.5,3,9.82,0,3,1539,1648,138.48,14.1,1,3399,3,3,4
1570,4974,836,1.11343E+12,25.321,993.92,6042729.608,2134057.205,71.7,8.5,3,9.82,0,3,1539,1648,138,14.05,1,3399,3,3,4
1570,4975,836,1.11343E+12,25.351,994.902,6042729.492,2134058.181,71.7,8.5,3,9.82,0,3,1539,1648,137.52,14,1,3399,3,3,4
1570,4976,836,1.11343E+12,25.379,995.884,6042729.375,2134059.156,71.7,8.5,3,9.82,0,3,1539,1648,137.03,13.95,1,3399,3,3,4
1570,4977,836,1.11343E+12,25.408,996.866,6042729.259,2134060.132,71.7,8.5,3,9.82,0,3,1539,1648,136.55,13.91,1,3399,3,3,4
1570,4978,836,1.11343E+12,25.436,997.848,6042729.142,2134061.108,71.7,8.5,3,9.82,0,3,1539,1648,136.07,13.86,1,3399,3,3,4
1570,4979,836,1.11343E+12,25.465,998.831,6042729.026,2134062.083,71.7,8.5,3,9.82,0,3,1539,1648,135.59,13.81,1,3399,3,3,4
1570,4980,836,1.11343E+12,25.494,999.813,6042728.909,2134063.059,71.7,8.5,3,9.82,0,3,1539,1648,135.1,13.76,1,3399,3,3,4
1570,4981,836,1.11343E+12,25.522,1000.795,6042728.792,2134064.035,71.7,8.5,3,9.82,0,3,1539,1648,134.62,13.71,1,3399,3,3,4
1570,4982,836,1.11343E+12,25.551,1001.778,6042728.676,2134065.01,71.7,8.5,3,9.82,0,3,1539,1648,134.14,13.66,1,3399,3,3,4
1570,4983,836,1.11343E+12,25.579,1002.759,6042728.559,2134065.986,71.7,8.5,3,9.82,0,3,1539,1648,133.66,13.61,1,3399,3,3,4
1570,4984,836,1.11343E+12,25.608,1003.742,6042728.443,2134066.961,71.7,8.5,3,9.82,0,3,1539,1648,133.19,13.56,1,3399,3,3,4
1570,4985,836,1.11343E+12,25.636,1004.724,6042728.326,2134067.937,71.7,8.5,3,9.82,0,3,1539,1648,132.73,13.52,1,3399,3,3,4
1570,4986,836,1.11343E+12,25.666,1005.706,6042728.21,2134068.913,71.7,8.5,3,9.82,0,3,1539,1648,132.21,13.46,1,3399,3,3,4
1570,4987,836,1.11343E+12,25.694,1006.688,6042728.093,2134069.888,71.7,8.5,3,9.82,0,3,1539,1648,131.59,13.4,1,3399,3,3,4
1570,4988,836,1.11343E+12,25.723,1007.67,6042727.977,2134070.864,71.7,8.5,3,9.82,0,3,1539,1648,130.86,13.33,1,3399,3,3,4
1570,4989,836,1.11343E+12,25.751,1008.652,6042727.86,2134071.84,71.7,8.5,3,9.82,0,3,1539,1648,130.08,13.25,1,3399,3,3,4
1570,4990,836,1.11343E+12,25.779,1009.635,6042727.743,2134072.815,71.7,8.5,3,9.82,0,3,1539,1648,129.3,13.17,1,3399,3,3,4
1570,4991,836,1.11343E+12,25.809,1010.617,6042727.627,2134073.791,71.7,8.5,3,9.82,0,3,1539,1648,128.54,13.09,1,3399,3,3,4
1570,4992,836,1.11343E+12,25.837,1011.599,6042727.51,2134074.767,71.7,8.5,3,9.82,0,3,1539,1648,127.79,13.01,1,3399,3,3,4
1570,4993,836,1.11343E+12,25.866,1012.581,6042727.394,2134075.742,71.7,8.5,3,9.82,0,3,1539,1648,127.05,12.94,1,3399,3,3,4
1570,4994,836,1.11343E+12,25.894,1013.563,6042727.277,2134076.718,71.7,8.5,3,9.82,0,3,1539,1648,126.31,12.86,1,3399,3,3,4
1570,4995,836,1.11343E+12,25.923,1014.545,6042727.161,2134077.693,71.7,8.5,3,9.82,0,3,1539,1648,125.57,12.79,1,3399,3,3,4
1570,4996,836,1.11343E+12,25.952,1015.527,6042727.044,2134078.669,71.7,8.5,3,9.82,0,3,1539,1648,124.8,12.71,1,3399,3,3,4
1570,4997,836,1.11343E+12,25.98,1016.509,6042726.927,2134079.645,71.7,8.5,3,9.82,0,3,1539,1648,123.95,12.62,1,3399,3,3,4
1570,4998,836,1.11343E+12,26.009,1017.499,6042726.811,2134080.62,71.7,8.5,3,9.75,-1.14,3,1539,1648,123.01,12.62,1,3399,3,3,4
1570,4999,836,1.11343E+12,26.037,1018.474,6042726.694,2134081.596,71.7,8.5,3,9.59,-2.13,3,1539,1648,122.04,12.73,1,3399,3,3,4
1570,5000,836,1.11343E+12,26.066,1019.416,6042726.578,2134082.572,71.7,8.5,3,9.47,-1.03,3,1539,1648,121.09,12.79,1,3399,3,3,4
1570,5001,836,1.11343E+12,26.097,1020.347,6042726.461,2134083.547,71.7,8.5,3,9.47,1.01,3,1539,1648,120.16,12.69,1,3399,3,3,4
1570,5002,836,1.11343E+12,26.131,1021.289,6042726.345,2134084.523,71.7,8.5,3,9.59,2.13,3,1539,1648,119.22,12.43,1,3399,3,3,4
1570,5003,836,1.11343E+12,26.164,1022.263,6042726.228,2134085.499,71.7,8.5,3,9.75,1.14,3,1539,1648,118.25,12.13,1,3399,3,3,4
